location_code,has_hrp,in_gho,provider_admin1_name,provider_admin2_name,admin1_code,admin1_name,admin2_code,admin2_name,admin_level,gender,age_range,min_age,max_age,population,reference_period_start,reference_period_end
AFG,True,True,Kunar,,AF15,Kunar,,,1,f,70-74,70,74,1994,2021-01-01,2021-12-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,m,70-74,70,74,3039,2021-01-01,2021-12-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,all,70-74,70,74,5033,2021-01-01,2021-12-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,f,75-79,75,79,853,2021-01-01,2021-12-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,m,75-79,75,79,1431,2021-01-01,2021-12-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,all,75-79,75,79,2284,2021-01-01,2021-12-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,f,80+,80,None,1011,2021-01-01,2021-12-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,m,80+,80,None,1649,2021-01-01,2021-12-31
AFG,True,True,Kunar,,AF15,Kunar,,,1,all,80+,80,None,2660,2021-01-01,2021-12-31
AFG,True,True,Kunduz,,AF19,Kunduz,,,1,f,all,None,None,722056,2021-01-01,2021-12-31
AFG,True,True,Kunduz,,AF19,Kunduz,,,1,m,all,None,None,741310,2021-01-01,2021-12-31
AFG,True,True,Kunduz,,AF19,Kunduz,,,1,all,all,None,None,1463366,2021-01-01,2021-12-31
AFG,True,True,Kunduz,,AF19,Kunduz,,,1,f,0-4,0,4,129940,2021-01-01,2021-12-31
AFG,True,True,Kunduz,,AF19,Kunduz,,,1,m,0-4,0,4,133616,2021-01-01,2021-12-31
AFG,True,True,Kunduz,,AF19,Kunduz,,,1,all,0-4,0,4,263556,2021-01-01,2021-12-31
AFG,True,True,Kunduz,,AF19,Kunduz,,,1,f,5-9,5,9,111872,2021-01-01,2021-12-31
AFG,True,True,Kunduz,,AF19,Kunduz,,,1,m,5-9,5,9,118483,2021-01-01,2021-12-31
AFG,True,True,Kunduz,,AF19,Kunduz,,,1,all,5-9,5,9,230355,2021-01-01,2021-12-31
AFG,True,True,Kunduz,,AF19,Kunduz,,,1,f,10-14,10,14,94460,2021-01-01,2021-12-31
AFG,True,True,Kunduz,,AF19,Kunduz,,,1,m,10-14,10,14,102890,2021-01-01,2021-12-31
AFG,True,True,Kunduz,,AF19,Kunduz,,,1,all,10-14,10,14,197350,2021-01-01,2021-12-31
AFG,True,True,Kunduz,,AF19,Kunduz,,,1,f,15-19,15,19,80325,2021-01-01,2021-12-31
AFG,True,True,Kunduz,,AF19,Kunduz,,,1,m,15-19,15,19,84998,2021-01-01,2021-12-31
AFG,True,True,Kunduz,,AF19,Kunduz,,,1,all,15-19,15,19,165323,2021-01-01,2021-12-31
AFG,True,True,Kunduz,,AF19,Kunduz,,,1,f,20-24,20,24,68352,2021-01-01,2021-12-31
AFG,True,True,Kunduz,,AF19,Kunduz,,,1,m,20-24,20,24,63013,2021-01-01,2021-12-31
AFG,True,True,Kunduz,,AF19,Kunduz,,,1,all,20-24,20,24,131365,2021-01-01,2021-12-31
AFG,True,True,Kunduz,,AF19,Kunduz,,,1,f,25-29,25,29,55134,2021-01-01,2021-12-31
AFG,True,True,Kunduz,,AF19,Kunduz,,,1,m,25-29,25,29,49631,2021-01-01,2021-12-31
AFG,True,True,Kunduz,,AF19,Kunduz,,,1,all,25-29,25,29,104765,2021-01-01,2021-12-31
AFG,True,True,Kunduz,,AF19,Kunduz,,,1,f,30-34,30,34,38586,2021-01-01,2021-12-31
AFG,True,True,Kunduz,,AF19,Kunduz,,,1,m,30-34,30,34,38509,2021-01-01,2021-12-31
AFG,True,True,Kunduz,,AF19,Kunduz,,,1,all,30-34,30,34,77095,2021-01-01,2021-12-31
AFG,True,True,Kunduz,,AF19,Kunduz,,,1,f,35-39,35,39,31236,2021-01-01,2021-12-31
AFG,True,True,Kunduz,,AF19,Kunduz,,,1,m,35-39,35,39,31464,2021-01-01,2021-12-31
AFG,True,True,Kunduz,,AF19,Kunduz,,,1,all,35-39,35,39,62700,2021-01-01,2021-12-31
AFG,True,True,Kunduz,,AF19,Kunduz,,,1,f,40-44,40,44,28654,2021-01-01,2021-12-31
AFG,True,True,Kunduz,,AF19,Kunduz,,,1,m,40-44,40,44,26765,2021-01-01,2021-12-31
AFG,True,True,Kunduz,,AF19,Kunduz,,,1,all,40-44,40,44,55419,2021-01-01,2021-12-31
AFG,True,True,Kunduz,,AF19,Kunduz,,,1,f,45-49,45,49,23899,2021-01-01,2021-12-31
AFG,True,True,Kunduz,,AF19,Kunduz,,,1,m,45-49,45,49,22279,2021-01-01,2021-12-31
AFG,True,True,Kunduz,,AF19,Kunduz,,,1,all,45-49,45,49,46178,2021-01-01,2021-12-31
AFG,True,True,Kunduz,,AF19,Kunduz,,,1,f,50-54,50,54,18372,2021-01-01,2021-12-31
AFG,True,True,Kunduz,,AF19,Kunduz,,,1,m,50-54,50,54,17760,2021-01-01,2021-12-31
AFG,True,True,Kunduz,,AF19,Kunduz,,,1,all,50-54,50,54,36132,2021-01-01,2021-12-31
AFG,True,True,Kunduz,,AF19,Kunduz,,,1,f,55-59,55,59,14283,2021-01-01,2021-12-31
AFG,True,True,Kunduz,,AF19,Kunduz,,,1,m,55-59,55,59,14836,2021-01-01,2021-12-31
AFG,True,True,Kunduz,,AF19,Kunduz,,,1,all,55-59,55,59,29119,2021-01-01,2021-12-31
AFG,True,True,Kunduz,,AF19,Kunduz,,,1,f,60-64,60,64,10602,2021-01-01,2021-12-31
AFG,True,True,Kunduz,,AF19,Kunduz,,,1,m,60-64,60,64,13127,2021-01-01,2021-12-31
AFG,True,True,Kunduz,,AF19,Kunduz,,,1,all,60-64,60,64,23729,2021-01-01,2021-12-31
AFG,True,True,Kunduz,,AF19,Kunduz,,,1,f,65-69,65,69,7466,2021-01-01,2021-12-31
AFG,True,True,Kunduz,,AF19,Kunduz,,,1,m,65-69,65,69,10149,2021-01-01,2021-12-31
AFG,True,True,Kunduz,,AF19,Kunduz,,,1,all,65-69,65,69,17615,2021-01-01,2021-12-31
AFG,True,True,Kunduz,,AF19,Kunduz,,,1,f,70-74,70,74,4587,2021-01-01,2021-12-31
AFG,True,True,Kunduz,,AF19,Kunduz,,,1,m,70-74,70,74,6849,2021-01-01,2021-12-31
AFG,True,True,Kunduz,,AF19,Kunduz,,,1,all,70-74,70,74,11436,2021-01-01,2021-12-31
AFG,True,True,Kunduz,,AF19,Kunduz,,,1,f,75-79,75,79,1963,2021-01-01,2021-12-31
AFG,True,True,Kunduz,,AF19,Kunduz,,,1,m,75-79,75,79,3224,2021-01-01,2021-12-31
AFG,True,True,Kunduz,,AF19,Kunduz,,,1,all,75-79,75,79,5187,2021-01-01,2021-12-31
AFG,True,True,Kunduz,,AF19,Kunduz,,,1,f,80+,80,None,2325,2021-01-01,2021-12-31
AFG,True,True,Kunduz,,AF19,Kunduz,,,1,m,80+,80,None,3717,2021-01-01,2021-12-31
AFG,True,True,Kunduz,,AF19,Kunduz,,,1,all,80+,80,None,6042,2021-01-01,2021-12-31
AFG,True,True,Laghman,,AF07,Laghman,,,1,f,all,None,None,309774,2021-01-01,2021-12-31
AFG,True,True,Laghman,,AF07,Laghman,,,1,m,all,None,None,325543,2021-01-01,2021-12-31
AFG,True,True,Laghman,,AF07,Laghman,,,1,all,all,None,None,635317,2021-01-01,2021-12-31
AFG,True,True,Laghman,,AF07,Laghman,,,1,f,0-4,0,4,55747,2021-01-01,2021-12-31
AFG,True,True,Laghman,,AF07,Laghman,,,1,m,0-4,0,4,58677,2021-01-01,2021-12-31
AFG,True,True,Laghman,,AF07,Laghman,,,1,all,0-4,0,4,114424,2021-01-01,2021-12-31
AFG,True,True,Laghman,,AF07,Laghman,,,1,f,5-9,5,9,47995,2021-01-01,2021-12-31
AFG,True,True,Laghman,,AF07,Laghman,,,1,m,5-9,5,9,52031,2021-01-01,2021-12-31
AFG,True,True,Laghman,,AF07,Laghman,,,1,all,5-9,5,9,100026,2021-01-01,2021-12-31
AFG,True,True,Laghman,,AF07,Laghman,,,1,f,10-14,10,14,40525,2021-01-01,2021-12-31
AFG,True,True,Laghman,,AF07,Laghman,,,1,m,10-14,10,14,45183,2021-01-01,2021-12-31
AFG,True,True,Laghman,,AF07,Laghman,,,1,all,10-14,10,14,85708,2021-01-01,2021-12-31
AFG,True,True,Laghman,,AF07,Laghman,,,1,f,15-19,15,19,34461,2021-01-01,2021-12-31
AFG,True,True,Laghman,,AF07,Laghman,,,1,m,15-19,15,19,37327,2021-01-01,2021-12-31
AFG,True,True,Laghman,,AF07,Laghman,,,1,all,15-19,15,19,71788,2021-01-01,2021-12-31
AFG,True,True,Laghman,,AF07,Laghman,,,1,f,20-24,20,24,29324,2021-01-01,2021-12-31
AFG,True,True,Laghman,,AF07,Laghman,,,1,m,20-24,20,24,27672,2021-01-01,2021-12-31
AFG,True,True,Laghman,,AF07,Laghman,,,1,all,20-24,20,24,56996,2021-01-01,2021-12-31
AFG,True,True,Laghman,,AF07,Laghman,,,1,f,25-29,25,29,23653,2021-01-01,2021-12-31
AFG,True,True,Laghman,,AF07,Laghman,,,1,m,25-29,25,29,21795,2021-01-01,2021-12-31
AFG,True,True,Laghman,,AF07,Laghman,,,1,all,25-29,25,29,45448,2021-01-01,2021-12-31
AFG,True,True,Laghman,,AF07,Laghman,,,1,f,30-34,30,34,16554,2021-01-01,2021-12-31
AFG,True,True,Laghman,,AF07,Laghman,,,1,m,30-34,30,34,16911,2021-01-01,2021-12-31
AFG,True,True,Laghman,,AF07,Laghman,,,1,all,30-34,30,34,33465,2021-01-01,2021-12-31
AFG,True,True,Laghman,,AF07,Laghman,,,1,f,35-39,35,39,13401,2021-01-01,2021-12-31
AFG,True,True,Laghman,,AF07,Laghman,,,1,m,35-39,35,39,13817,2021-01-01,2021-12-31
AFG,True,True,Laghman,,AF07,Laghman,,,1,all,35-39,35,39,27218,2021-01-01,2021-12-31
AFG,True,True,Laghman,,AF07,Laghman,,,1,f,40-44,40,44,12293,2021-01-01,2021-12-31
AFG,True,True,Laghman,,AF07,Laghman,,,1,m,40-44,40,44,11754,2021-01-01,2021-12-31
AFG,True,True,Laghman,,AF07,Laghman,,,1,all,40-44,40,44,24047,2021-01-01,2021-12-31
AFG,True,True,Laghman,,AF07,Laghman,,,1,f,45-49,45,49,10253,2021-01-01,2021-12-31
AFG,True,True,Laghman,,AF07,Laghman,,,1,m,45-49,45,49,9784,2021-01-01,2021-12-31
AFG,True,True,Laghman,,AF07,Laghman,,,1,all,45-49,45,49,20037,2021-01-01,2021-12-31
AFG,True,True,Laghman,,AF07,Laghman,,,1,f,50-54,50,54,7882,2021-01-01,2021-12-31
AFG,True,True,Laghman,,AF07,Laghman,,,1,m,50-54,50,54,7799,2021-01-01,2021-12-31
AFG,True,True,Laghman,,AF07,Laghman,,,1,all,50-54,50,54,15681,2021-01-01,2021-12-31
AFG,True,True,Laghman,,AF07,Laghman,,,1,f,55-59,55,59,6128,2021-01-01,2021-12-31
AFG,True,True,Laghman,,AF07,Laghman,,,1,m,55-59,55,59,6515,2021-01-01,2021-12-31
AFG,True,True,Laghman,,AF07,Laghman,,,1,all,55-59,55,59,12643,2021-01-01,2021-12-31
AFG,True,True,Laghman,,AF07,Laghman,,,1,f,60-64,60,64,4548,2021-01-01,2021-12-31
AFG,True,True,Laghman,,AF07,Laghman,,,1,m,60-64,60,64,5765,2021-01-01,2021-12-31
AFG,True,True,Laghman,,AF07,Laghman,,,1,all,60-64,60,64,10313,2021-01-01,2021-12-31
AFG,True,True,Laghman,,AF07,Laghman,,,1,f,65-69,65,69,3203,2021-01-01,2021-12-31
AFG,True,True,Laghman,,AF07,Laghman,,,1,m,65-69,65,69,4457,2021-01-01,2021-12-31
AFG,True,True,Laghman,,AF07,Laghman,,,1,all,65-69,65,69,7660,2021-01-01,2021-12-31
AFG,True,True,Laghman,,AF07,Laghman,,,1,f,70-74,70,74,1968,2021-01-01,2021-12-31
AFG,True,True,Laghman,,AF07,Laghman,,,1,m,70-74,70,74,3008,2021-01-01,2021-12-31
AFG,True,True,Laghman,,AF07,Laghman,,,1,all,70-74,70,74,4976,2021-01-01,2021-12-31
AFG,True,True,Laghman,,AF07,Laghman,,,1,f,75-79,75,79,842,2021-01-01,2021-12-31
AFG,True,True,Laghman,,AF07,Laghman,,,1,m,75-79,75,79,1416,2021-01-01,2021-12-31
AFG,True,True,Laghman,,AF07,Laghman,,,1,all,75-79,75,79,2258,2021-01-01,2021-12-31
AFG,True,True,Laghman,,AF07,Laghman,,,1,f,80+,80,None,997,2021-01-01,2021-12-31
AFG,True,True,Laghman,,AF07,Laghman,,,1,m,80+,80,None,1632,2021-01-01,2021-12-31
AFG,True,True,Laghman,,AF07,Laghman,,,1,all,80+,80,None,2629,2021-01-01,2021-12-31
AFG,True,True,Logar,,AF05,Logar,,,1,f,all,None,None,274803,2021-01-01,2021-12-31
AFG,True,True,Logar,,AF05,Logar,,,1,m,all,None,None,284415,2021-01-01,2021-12-31
AFG,True,True,Logar,,AF05,Logar,,,1,all,all,None,None,559218,2021-01-01,2021-12-31
AFG,True,True,Logar,,AF05,Logar,,,1,f,0-4,0,4,49453,2021-01-01,2021-12-31
AFG,True,True,Logar,,AF05,Logar,,,1,m,0-4,0,4,51264,2021-01-01,2021-12-31
AFG,True,True,Logar,,AF05,Logar,,,1,all,0-4,0,4,100717,2021-01-01,2021-12-31
AFG,True,True,Logar,,AF05,Logar,,,1,f,5-9,5,9,42577,2021-01-01,2021-12-31
AFG,True,True,Logar,,AF05,Logar,,,1,m,5-9,5,9,45457,2021-01-01,2021-12-31
AFG,True,True,Logar,,AF05,Logar,,,1,all,5-9,5,9,88034,2021-01-01,2021-12-31
AFG,True,True,Logar,,AF05,Logar,,,1,f,10-14,10,14,35950,2021-01-01,2021-12-31
AFG,True,True,Logar,,AF05,Logar,,,1,m,10-14,10,14,39475,2021-01-01,2021-12-31
AFG,True,True,Logar,,AF05,Logar,,,1,all,10-14,10,14,75425,2021-01-01,2021-12-31
AFG,True,True,Logar,,AF05,Logar,,,1,f,15-19,15,19,30570,2021-01-01,2021-12-31
AFG,True,True,Logar,,AF05,Logar,,,1,m,15-19,15,19,32611,2021-01-01,2021-12-31
AFG,True,True,Logar,,AF05,Logar,,,1,all,15-19,15,19,63181,2021-01-01,2021-12-31
AFG,True,True,Logar,,AF05,Logar,,,1,f,20-24,20,24,26014,2021-01-01,2021-12-31
AFG,True,True,Logar,,AF05,Logar,,,1,m,20-24,20,24,24176,2021-01-01,2021-12-31
AFG,True,True,Logar,,AF05,Logar,,,1,all,20-24,20,24,50190,2021-01-01,2021-12-31
AFG,True,True,Logar,,AF05,Logar,,,1,f,25-29,25,29,20983,2021-01-01,2021-12-31
AFG,True,True,Logar,,AF05,Logar,,,1,m,25-29,25,29,19042,2021-01-01,2021-12-31
AFG,True,True,Logar,,AF05,Logar,,,1,all,25-29,25,29,40025,2021-01-01,2021-12-31
AFG,True,True,Logar,,AF05,Logar,,,1,f,30-34,30,34,14685,2021-01-01,2021-12-31
AFG,True,True,Logar,,AF05,Logar,,,1,m,30-34,30,34,14774,2021-01-01,2021-12-31
AFG,True,True,Logar,,AF05,Logar,,,1,all,30-34,30,34,29459,2021-01-01,2021-12-31
AFG,True,True,Logar,,AF05,Logar,,,1,f,35-39,35,39,11888,2021-01-01,2021-12-31
AFG,True,True,Logar,,AF05,Logar,,,1,m,35-39,35,39,12072,2021-01-01,2021-12-31
AFG,True,True,Logar,,AF05,Logar,,,1,all,35-39,35,39,23960,2021-01-01,2021-12-31
AFG,True,True,Logar,,AF05,Logar,,,1,f,40-44,40,44,10905,2021-01-01,2021-12-31
AFG,True,True,Logar,,AF05,Logar,,,1,m,40-44,40,44,10269,2021-01-01,2021-12-31
AFG,True,True,Logar,,AF05,Logar,,,1,all,40-44,40,44,21174,2021-01-01,2021-12-31
AFG,True,True,Logar,,AF05,Logar,,,1,f,45-49,45,49,9095,2021-01-01,2021-12-31
AFG,True,True,Logar,,AF05,Logar,,,1,m,45-49,45,49,8548,2021-01-01,2021-12-31
AFG,True,True,Logar,,AF05,Logar,,,1,all,45-49,45,49,17643,2021-01-01,2021-12-31
AFG,True,True,Logar,,AF05,Logar,,,1,f,50-54,50,54,6992,2021-01-01,2021-12-31
AFG,True,True,Logar,,AF05,Logar,,,1,m,50-54,50,54,6814,2021-01-01,2021-12-31
AFG,True,True,Logar,,AF05,Logar,,,1,all,50-54,50,54,13806,2021-01-01,2021-12-31
AFG,True,True,Logar,,AF05,Logar,,,1,f,55-59,55,59,5436,2021-01-01,2021-12-31
AFG,True,True,Logar,,AF05,Logar,,,1,m,55-59,55,59,5692,2021-01-01,2021-12-31
AFG,True,True,Logar,,AF05,Logar,,,1,all,55-59,55,59,11128,2021-01-01,2021-12-31
AFG,True,True,Logar,,AF05,Logar,,,1,f,60-64,60,64,4035,2021-01-01,2021-12-31
AFG,True,True,Logar,,AF05,Logar,,,1,m,60-64,60,64,5036,2021-01-01,2021-12-31
AFG,True,True,Logar,,AF05,Logar,,,1,all,60-64,60,64,9071,2021-01-01,2021-12-31
AFG,True,True,Logar,,AF05,Logar,,,1,f,65-69,65,69,2842,2021-01-01,2021-12-31
AFG,True,True,Logar,,AF05,Logar,,,1,m,65-69,65,69,3894,2021-01-01,2021-12-31
AFG,True,True,Logar,,AF05,Logar,,,1,all,65-69,65,69,6736,2021-01-01,2021-12-31
AFG,True,True,Logar,,AF05,Logar,,,1,f,70-74,70,74,1746,2021-01-01,2021-12-31
AFG,True,True,Logar,,AF05,Logar,,,1,m,70-74,70,74,2628,2021-01-01,2021-12-31
AFG,True,True,Logar,,AF05,Logar,,,1,all,70-74,70,74,4374,2021-01-01,2021-12-31
AFG,True,True,Logar,,AF05,Logar,,,1,f,75-79,75,79,747,2021-01-01,2021-12-31
AFG,True,True,Logar,,AF05,Logar,,,1,m,75-79,75,79,1237,2021-01-01,2021-12-31
AFG,True,True,Logar,,AF05,Logar,,,1,all,75-79,75,79,1984,2021-01-01,2021-12-31
AFG,True,True,Logar,,AF05,Logar,,,1,f,80+,80,None,885,2021-01-01,2021-12-31
AFG,True,True,Logar,,AF05,Logar,,,1,m,80+,80,None,1426,2021-01-01,2021-12-31
AFG,True,True,Logar,,AF05,Logar,,,1,all,80+,80,None,2311,2021-01-01,2021-12-31
AFG,True,True,Maidan Wardak,,AF04,Maidan Wardak,,,1,f,all,None,None,416152,2021-01-01,2021-12-31
AFG,True,True,Maidan Wardak,,AF04,Maidan Wardak,,,1,m,all,None,None,433870,2021-01-01,2021-12-31
AFG,True,True,Maidan Wardak,,AF04,Maidan Wardak,,,1,all,all,None,None,850022,2021-01-01,2021-12-31
AFG,True,True,Maidan Wardak,,AF04,Maidan Wardak,,,1,f,0-4,0,4,74890,2021-01-01,2021-12-31
AFG,True,True,Maidan Wardak,,AF04,Maidan Wardak,,,1,m,0-4,0,4,78202,2021-01-01,2021-12-31
AFG,True,True,Maidan Wardak,,AF04,Maidan Wardak,,,1,all,0-4,0,4,153092,2021-01-01,2021-12-31
AFG,True,True,Maidan Wardak,,AF04,Maidan Wardak,,,1,f,5-9,5,9,64477,2021-01-01,2021-12-31
AFG,True,True,Maidan Wardak,,AF04,Maidan Wardak,,,1,m,5-9,5,9,69345,2021-01-01,2021-12-31
AFG,True,True,Maidan Wardak,,AF04,Maidan Wardak,,,1,all,5-9,5,9,133822,2021-01-01,2021-12-31
AFG,True,True,Maidan Wardak,,AF04,Maidan Wardak,,,1,f,10-14,10,14,54441,2021-01-01,2021-12-31
AFG,True,True,Maidan Wardak,,AF04,Maidan Wardak,,,1,m,10-14,10,14,60219,2021-01-01,2021-12-31
AFG,True,True,Maidan Wardak,,AF04,Maidan Wardak,,,1,all,10-14,10,14,114660,2021-01-01,2021-12-31
AFG,True,True,Maidan Wardak,,AF04,Maidan Wardak,,,1,f,15-19,15,19,46294,2021-01-01,2021-12-31
AFG,True,True,Maidan Wardak,,AF04,Maidan Wardak,,,1,m,15-19,15,19,49747,2021-01-01,2021-12-31
AFG,True,True,Maidan Wardak,,AF04,Maidan Wardak,,,1,all,15-19,15,19,96041,2021-01-01,2021-12-31
AFG,True,True,Maidan Wardak,,AF04,Maidan Wardak,,,1,f,20-24,20,24,39394,2021-01-01,2021-12-31
AFG,True,True,Maidan Wardak,,AF04,Maidan Wardak,,,1,m,20-24,20,24,36880,2021-01-01,2021-12-31
AFG,True,True,Maidan Wardak,,AF04,Maidan Wardak,,,1,all,20-24,20,24,76274,2021-01-01,2021-12-31
AFG,True,True,Maidan Wardak,,AF04,Maidan Wardak,,,1,f,25-29,25,29,31776,2021-01-01,2021-12-31
AFG,True,True,Maidan Wardak,,AF04,Maidan Wardak,,,1,m,25-29,25,29,29048,2021-01-01,2021-12-31
AFG,True,True,Maidan Wardak,,AF04,Maidan Wardak,,,1,all,25-29,25,29,60824,2021-01-01,2021-12-31
AFG,True,True,Maidan Wardak,,AF04,Maidan Wardak,,,1,f,30-34,30,34,22239,2021-01-01,2021-12-31
AFG,True,True,Maidan Wardak,,AF04,Maidan Wardak,,,1,m,30-34,30,34,22538,2021-01-01,2021-12-31
AFG,True,True,Maidan Wardak,,AF04,Maidan Wardak,,,1,all,30-34,30,34,44777,2021-01-01,2021-12-31
AFG,True,True,Maidan Wardak,,AF04,Maidan Wardak,,,1,f,35-39,35,39,18003,2021-01-01,2021-12-31
AFG,True,True,Maidan Wardak,,AF04,Maidan Wardak,,,1,m,35-39,35,39,18415,2021-01-01,2021-12-31
AFG,True,True,Maidan Wardak,,AF04,Maidan Wardak,,,1,all,35-39,35,39,36418,2021-01-01,2021-12-31
AFG,True,True,Maidan Wardak,,AF04,Maidan Wardak,,,1,f,40-44,40,44,16515,2021-01-01,2021-12-31
AFG,True,True,Maidan Wardak,,AF04,Maidan Wardak,,,1,m,40-44,40,44,15665,2021-01-01,2021-12-31
AFG,True,True,Maidan Wardak,,AF04,Maidan Wardak,,,1,all,40-44,40,44,32180,2021-01-01,2021-12-31
AFG,True,True,Maidan Wardak,,AF04,Maidan Wardak,,,1,f,45-49,45,49,13774,2021-01-01,2021-12-31
AFG,True,True,Maidan Wardak,,AF04,Maidan Wardak,,,1,m,45-49,45,49,13040,2021-01-01,2021-12-31
AFG,True,True,Maidan Wardak,,AF04,Maidan Wardak,,,1,all,45-49,45,49,26814,2021-01-01,2021-12-31
AFG,True,True,Maidan Wardak,,AF04,Maidan Wardak,,,1,f,50-54,50,54,10589,2021-01-01,2021-12-31
AFG,True,True,Maidan Wardak,,AF04,Maidan Wardak,,,1,m,50-54,50,54,10395,2021-01-01,2021-12-31
AFG,True,True,Maidan Wardak,,AF04,Maidan Wardak,,,1,all,50-54,50,54,20984,2021-01-01,2021-12-31
AFG,True,True,Maidan Wardak,,AF04,Maidan Wardak,,,1,f,55-59,55,59,8232,2021-01-01,2021-12-31
AFG,True,True,Maidan Wardak,,AF04,Maidan Wardak,,,1,m,55-59,55,59,8683,2021-01-01,2021-12-31
AFG,True,True,Maidan Wardak,,AF04,Maidan Wardak,,,1,all,55-59,55,59,16915,2021-01-01,2021-12-31
AFG,True,True,Maidan Wardak,,AF04,Maidan Wardak,,,1,f,60-64,60,64,6110,2021-01-01,2021-12-31
AFG,True,True,Maidan Wardak,,AF04,Maidan Wardak,,,1,m,60-64,60,64,7683,2021-01-01,2021-12-31
AFG,True,True,Maidan Wardak,,AF04,Maidan Wardak,,,1,all,60-64,60,64,13793,2021-01-01,2021-12-31
AFG,True,True,Maidan Wardak,,AF04,Maidan Wardak,,,1,f,65-69,65,69,4303,2021-01-01,2021-12-31
AFG,True,True,Maidan Wardak,,AF04,Maidan Wardak,,,1,m,65-69,65,69,5940,2021-01-01,2021-12-31
AFG,True,True,Maidan Wardak,,AF04,Maidan Wardak,,,1,all,65-69,65,69,10243,2021-01-01,2021-12-31
AFG,True,True,Maidan Wardak,,AF04,Maidan Wardak,,,1,f,70-74,70,74,2644,2021-01-01,2021-12-31
AFG,True,True,Maidan Wardak,,AF04,Maidan Wardak,,,1,m,70-74,70,74,4008,2021-01-01,2021-12-31
AFG,True,True,Maidan Wardak,,AF04,Maidan Wardak,,,1,all,70-74,70,74,6652,2021-01-01,2021-12-31
AFG,True,True,Maidan Wardak,,AF04,Maidan Wardak,,,1,f,75-79,75,79,1131,2021-01-01,2021-12-31
AFG,True,True,Maidan Wardak,,AF04,Maidan Wardak,,,1,m,75-79,75,79,1887,2021-01-01,2021-12-31
AFG,True,True,Maidan Wardak,,AF04,Maidan Wardak,,,1,all,75-79,75,79,3018,2021-01-01,2021-12-31
AFG,True,True,Maidan Wardak,,AF04,Maidan Wardak,,,1,f,80+,80,None,1340,2021-01-01,2021-12-31
AFG,True,True,Maidan Wardak,,AF04,Maidan Wardak,,,1,m,80+,80,None,2175,2021-01-01,2021-12-31
AFG,True,True,Maidan Wardak,,AF04,Maidan Wardak,,,1,all,80+,80,None,3515,2021-01-01,2021-12-31
AFG,True,True,Nangarhar,,AF06,Nangarhar,,,1,f,all,None,None,1072525,2021-01-01,2021-12-31
AFG,True,True,Nangarhar,,AF06,Nangarhar,,,1,m,all,None,None,1118245,2021-01-01,2021-12-31
AFG,True,True,Nangarhar,,AF06,Nangarhar,,,1,all,all,None,None,2190770,2021-01-01,2021-12-31
AFG,True,True,Nangarhar,,AF06,Nangarhar,,,1,f,0-4,0,4,193010,2021-01-01,2021-12-31
AFG,True,True,Nangarhar,,AF06,Nangarhar,,,1,m,0-4,0,4,201555,2021-01-01,2021-12-31
AFG,True,True,Nangarhar,,AF06,Nangarhar,,,1,all,0-4,0,4,394565,2021-01-01,2021-12-31
AFG,True,True,Nangarhar,,AF06,Nangarhar,,,1,f,5-9,5,9,166173,2021-01-01,2021-12-31
AFG,True,True,Nangarhar,,AF06,Nangarhar,,,1,m,5-9,5,9,178728,2021-01-01,2021-12-31
AFG,True,True,Nangarhar,,AF06,Nangarhar,,,1,all,5-9,5,9,344901,2021-01-01,2021-12-31
AFG,True,True,Nangarhar,,AF06,Nangarhar,,,1,f,10-14,10,14,140309,2021-01-01,2021-12-31
AFG,True,True,Nangarhar,,AF06,Nangarhar,,,1,m,10-14,10,14,155206,2021-01-01,2021-12-31
AFG,True,True,Nangarhar,,AF06,Nangarhar,,,1,all,10-14,10,14,295515,2021-01-01,2021-12-31
AFG,True,True,Nangarhar,,AF06,Nangarhar,,,1,f,15-19,15,19,119312,2021-01-01,2021-12-31
AFG,True,True,Nangarhar,,AF06,Nangarhar,,,1,m,15-19,15,19,128218,2021-01-01,2021-12-31
AFG,True,True,Nangarhar,,AF06,Nangarhar,,,1,all,15-19,15,19,247530,2021-01-01,2021-12-31
AFG,True,True,Nangarhar,,AF06,Nangarhar,,,1,f,20-24,20,24,101529,2021-01-01,2021-12-31
AFG,True,True,Nangarhar,,AF06,Nangarhar,,,1,m,20-24,20,24,95054,2021-01-01,2021-12-31
AFG,True,True,Nangarhar,,AF06,Nangarhar,,,1,all,20-24,20,24,196583,2021-01-01,2021-12-31
AFG,True,True,Nangarhar,,AF06,Nangarhar,,,1,f,25-29,25,29,81894,2021-01-01,2021-12-31
AFG,True,True,Nangarhar,,AF06,Nangarhar,,,1,m,25-29,25,29,74867,2021-01-01,2021-12-31
AFG,True,True,Nangarhar,,AF06,Nangarhar,,,1,all,25-29,25,29,156761,2021-01-01,2021-12-31
AFG,True,True,Nangarhar,,AF06,Nangarhar,,,1,f,30-34,30,34,57315,2021-01-01,2021-12-31
AFG,True,True,Nangarhar,,AF06,Nangarhar,,,1,m,30-34,30,34,58089,2021-01-01,2021-12-31
